empresa,producto,sentimiento,comentario,fecha_hora,clean_comentario,texto_limpio,score_sentimiento,hora,hora_redondeada
Tesla,Powerwall,neutral,Nunca pensé que Powerwall de Tesla fuera tan bueno. Sorprendido. 👍,2025-04-18 15:00:00,nunca pens que powerwall de tesla fuera tan bueno sorprendido,nunca pen que powerwall de tesla fuera tan bueno sorprendido,0.0,2025-04-18T15:00:00.000000,2025-04-18T15:00:00.000000
Binance,Launchpad,neutral,El Launchpad de Binance es... aceptable.,2025-04-18 12:00:00,el launchpad de binance es aceptable,el launchpad de binance es aceptable,0.0,2025-04-18T12:00:00.000000,2025-04-18T12:00:00.000000
Binance,Binance App,neutral,Tuve una pésima experiencia con Binance App de Binance. Decepcionante. 👎,2025-04-16 11:00:00,tuve una psima experiencia con binance app de binance decepcionante,tuve una psima experiencia con binance app de binance decepcionante,0.0,2025-04-16T11:00:00.000000,2025-04-16T11:00:00.000000
Coinbase,NFT platform,neutral,Vi muchas reseñas del NFT platform de Coinbase. Opiniones divididas.,2025-04-20 08:00:00,vi muchas reseas del nft platform de coinbase opiniones divididas,vi muchas reseas del nft platform de coinbase opinione dividida,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Nike,Air Max,neutral,Muy satisfecho con Air Max de Nike. No esperaba menos.,2025-04-18 21:00:00,muy satisfecho con air max de nike no esperaba menos,muy satisfecho con air max de nike esperaba menos,0.0,2025-04-18T21:00:00.000000,2025-04-18T21:00:00.000000
Nvidia,GeForce NOW,neutral,Parece estable el GeForce NOW de Nvidia. Veremos con el tiempo.,2025-04-15 19:00:00,parece estable el geforce now de nvidia veremos con el tiempo,parece estable el geforce de nvidia veremos con el tiempo,0.0,2025-04-15T19:00:00.000000,2025-04-15T19:00:00.000000
Apple,iOS 18,positivo,"iOS 18 me ha cambiado la vida. Gracias, Apple. ❤️",2025-04-19 16:00:00,ios 18 me ha cambiado la vida gracias apple,ios ha cambiado la vida gracias apple,0.34,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Coinbase,Earn,neutral,"Desde que uso Earn, soy más feliz. Gracias Coinbase! 😊",2025-04-19 09:00:00,desde que uso earn soy ms feliz gracias coinbase,desde que uso earn soy ms feliz gracias coinbase,0.0,2025-04-19T09:00:00.000000,2025-04-19T09:00:00.000000
Binance,Smart Chain,positivo,El servicio de Binance con Smart Chain fue impecable. 10/10 ⭐,2025-04-19 17:00:00,el servicio de binance con smart chain fue impecable 1010,el servicio de binance con smart chain fue impecable,0.4019,2025-04-19T17:00:00.000000,2025-04-19T17:00:00.000000
Nvidia,CUDA Toolkit,neutral,Otro día más batallando con CUDA Toolkit de Nvidia.,2025-04-18 19:00:00,otro da ms batallando con cuda toolkit de nvidia,otro da ms batallando con cuda toolkit de nvidia,0.0,2025-04-18T19:00:00.000000,2025-04-18T19:00:00.000000
Nike,Nike Run Club,neutral,Nunca volveré a comprar un Nike Run Club de Nike. Estafa total.,2025-04-18 19:00:00,nunca volver a comprar un nike run club de nike estafa total,nunca volver comprar un nike run club de nike estafa total,0.0,2025-04-18T19:00:00.000000,2025-04-18T19:00:00.000000
Coinbase,Wallet,neutral,He tenido más problemas que beneficios con el Wallet de Coinbase.,2025-04-20 08:00:00,he tenido ms problemas que beneficios con el wallet de coinbase,tenido ms problemas que beneficio con el wallet de coinbase,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Nike,Jordan Retro,neutral,He tenido más problemas que beneficios con el Jordan Retro de Nike.,2025-04-19 22:00:00,he tenido ms problemas que beneficios con el jordan retro de nike,tenido ms problemas que beneficio con el jordan retro de nike,0.0,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Nike,Jordan Retro,neutral,Parece estable el Jordan Retro de Nike. Veremos con el tiempo.,2025-04-16 19:00:00,parece estable el jordan retro de nike veremos con el tiempo,parece estable el jordan retro de nike veremos con el tiempo,0.0,2025-04-16T19:00:00.000000,2025-04-16T19:00:00.000000
Tesla,Powerwall,neutral,"Powerwall cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-19 16:00:00,powerwall cumple con lo bsico nada sorprendente pero funciona,powerwall cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Nvidia,GeForce NOW,neutral,El soporte de Nvidia no resolvió nada con mi GeForce NOW. 🤬,2025-04-16 08:00:00,el soporte de nvidia no resolvi nada con mi geforce now,el soporte de nvidia resolvi nada con mi geforce,0.0,2025-04-16T08:00:00.000000,2025-04-16T08:00:00.000000
Tesla,Model 3,neutral,Tesla lanzó el nuevo Model 3. Alguien ya lo probó?,2025-04-16 10:00:00,tesla lanz el nuevo model 3 alguien ya lo prob,tesla lanz el nuevo model alguien ya lo prob,0.0,2025-04-16T10:00:00.000000,2025-04-16T10:00:00.000000
Binance,Launchpad,neutral,El Launchpad de Binance no vale lo que cuesta. 😡,2025-04-18 23:00:00,el launchpad de binance no vale lo que cuesta,el launchpad de binance vale lo que cuesta,0.0,2025-04-18T23:00:00.000000,2025-04-18T23:00:00.000000
Meta,Instagram,neutral,Lo de Meta con el Instagram es otro nivel. 😎,2025-04-18 21:00:00,lo de meta con el instagram es otro nivel,lo de meta con el instagram es otro nivel,0.0,2025-04-18T21:00:00.000000,2025-04-18T21:00:00.000000
Meta,Facebook Ads,neutral,¡Amo mi nuevo Facebook Ads de Meta! 🥳,2025-04-17 13:00:00,amo mi nuevo facebook ads de meta,amo mi nuevo facebook ad de meta,0.0,2025-04-17T13:00:00.000000,2025-04-17T13:00:00.000000
Meta,Facebook Ads,neutral,Meta lanzó el nuevo Facebook Ads. Alguien ya lo probó?,2025-04-16 06:00:00,meta lanz el nuevo facebook ads alguien ya lo prob,meta lanz el nuevo facebook ad alguien ya lo prob,0.0,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Binance,Launchpad,neutral,"Es un Launchpad más. No está mal, pero tampoco es la gran cosa.",2025-04-16 17:00:00,es un launchpad ms no est mal pero tampoco es la gran cosa,es un launchpad ms est mal pero tampoco es la gran cosa,0.0,2025-04-16T17:00:00.000000,2025-04-16T17:00:00.000000
Binance,Smart Chain,positivo,Vi muchas reseñas del Smart Chain de Binance. Opiniones divididas.,2025-04-16 01:00:00,vi muchas reseas del smart chain de binance opiniones divididas,vi muchas reseas del smart chain de binance opinione dividida,0.4019,2025-04-16T01:00:00.000000,2025-04-16T01:00:00.000000
Binance,Launchpad,negativo,No entiendo el hype con el Launchpad de Binance. Meh.,2025-04-18 08:00:00,no entiendo el hype con el launchpad de binance meh,entiendo el hype con el launchpad de binance meh,-0.0772,2025-04-18T08:00:00.000000,2025-04-18T08:00:00.000000
Binance,Launchpad,neutral,Muy satisfecho con Launchpad de Binance. No esperaba menos.,2025-04-19 01:00:00,muy satisfecho con launchpad de binance no esperaba menos,muy satisfecho con launchpad de binance esperaba menos,0.0,2025-04-19T01:00:00.000000,2025-04-19T01:00:00.000000
Binance,Launchpad,neutral,"Desde que uso Launchpad, soy más feliz. Gracias Binance! 😊",2025-04-15 17:00:00,desde que uso launchpad soy ms feliz gracias binance,desde que uso launchpad soy ms feliz gracias binance,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Nvidia,DLSS 3.5,neutral,Parece estable el DLSS 3.5 de Nvidia. Veremos con el tiempo.,2025-04-20 04:00:00,parece estable el dlss 35 de nvidia veremos con el tiempo,parece estable el dlss de nvidia veremos con el tiempo,0.0,2025-04-20T04:00:00.000000,2025-04-20T04:00:00.000000
Nike,Air Max,neutral,Muy satisfecho con Air Max de Nike. No esperaba menos.,2025-04-18 22:00:00,muy satisfecho con air max de nike no esperaba menos,muy satisfecho con air max de nike esperaba menos,0.0,2025-04-18T22:00:00.000000,2025-04-18T22:00:00.000000
Tesla,Powerwall,neutral,Probando el Powerwall de Tesla. Aún no sé qué pensar.,2025-04-18 18:00:00,probando el powerwall de tesla an no s qu pensar,probando el powerwall de tesla s qu pensar,0.0,2025-04-18T18:00:00.000000,2025-04-18T18:00:00.000000
Nike,Nike Run Club,neutral,"Nike, ¿qué les pasó con el Nike Run Club? Está lleno de fallas. 😤",2025-04-19 20:00:00,nike qu les pas con el nike run club est lleno de fallas,nike qu les pas con el nike run club est lleno de fallas,0.0,2025-04-19T20:00:00.000000,2025-04-19T20:00:00.000000
Coinbase,Earn,neutral,Probando el Earn de Coinbase. Aún no sé qué pensar.,2025-04-20 03:00:00,probando el earn de coinbase an no s qu pensar,probando el earn de coinbase s qu pensar,0.0,2025-04-20T03:00:00.000000,2025-04-20T03:00:00.000000
Binance,Earn Program,neutral,He tenido más problemas que beneficios con el Earn Program de Binance.,2025-04-15 17:00:00,he tenido ms problemas que beneficios con el earn program de binance,tenido ms problemas que beneficio con el earn program de binance,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Coinbase,Wallet,negativo,No entiendo el hype con el Wallet de Coinbase. Meh.,2025-04-19 23:00:00,no entiendo el hype con el wallet de coinbase meh,entiendo el hype con el wallet de coinbase meh,-0.0772,2025-04-19T23:00:00.000000,2025-04-19T23:00:00.000000
Meta,Oculus Quest,neutral,Vi muchas reseñas del Oculus Quest de Meta. Opiniones divididas.,2025-04-15 09:00:00,vi muchas reseas del oculus quest de meta opiniones divididas,vi muchas reseas del oculus quest de meta opinione dividida,0.0,2025-04-15T09:00:00.000000,2025-04-15T09:00:00.000000
Tesla,Autopilot,neutral,Muy satisfecho con Autopilot de Tesla. No esperaba menos.,2025-04-20 08:00:00,muy satisfecho con autopilot de tesla no esperaba menos,muy satisfecho con autopilot de tesla esperaba menos,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Nvidia,RTX 4090,neutral,Vi muchas reseñas del RTX 4090 de Nvidia. Opiniones divididas.,2025-04-15 16:00:00,vi muchas reseas del rtx 4090 de nvidia opiniones divididas,vi muchas reseas del rtx de nvidia opinione dividida,0.0,2025-04-15T16:00:00.000000,2025-04-15T16:00:00.000000
Meta,Facebook Ads,negativo,"Meta se la rifó con el Facebook Ads, está brutal 😍",2025-04-18 20:00:00,meta se la rif con el facebook ads est brutal,meta se la rif con el facebook ad est brutal,-0.6249,2025-04-18T20:00:00.000000,2025-04-18T20:00:00.000000
Meta,Instagram,positivo,"Instagram me ha cambiado la vida. Gracias, Meta. ❤️",2025-04-18 06:00:00,instagram me ha cambiado la vida gracias meta,instagram ha cambiado la vida gracias meta,0.34,2025-04-18T06:00:00.000000,2025-04-18T06:00:00.000000
Coinbase,NFT platform,neutral,Malísimo el NFT platform de Coinbase. No lo recomiendo. 👎,2025-04-17 04:00:00,malsimo el nft platform de coinbase no lo recomiendo,malsimo el nft platform de coinbase lo recomiendo,0.0,2025-04-17T04:00:00.000000,2025-04-17T04:00:00.000000
Meta,Oculus Quest,neutral,¡Amo mi nuevo Oculus Quest de Meta! 🥳,2025-04-16 06:00:00,amo mi nuevo oculus quest de meta,amo mi nuevo oculus quest de meta,0.0,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Meta,Oculus Quest,neutral,No tengo quejas ni elogios del Oculus Quest de Meta.,2025-04-19 18:00:00,no tengo quejas ni elogios del oculus quest de meta,tengo quejas ni elogios del oculus quest de meta,0.0,2025-04-19T18:00:00.000000,2025-04-19T18:00:00.000000
Binance,Smart Chain,positivo,Nunca volveré a comprar un Smart Chain de Binance. Estafa total.,2025-04-17 21:00:00,nunca volver a comprar un smart chain de binance estafa total,nunca volver comprar un smart chain de binance estafa total,0.4019,2025-04-17T21:00:00.000000,2025-04-17T21:00:00.000000
Nike,Jordan Retro,neutral,Vi muchas reseñas del Jordan Retro de Nike. Opiniones divididas.,2025-04-16 20:00:00,vi muchas reseas del jordan retro de nike opiniones divididas,vi muchas reseas del jordan retro de nike opinione dividida,0.0,2025-04-16T20:00:00.000000,2025-04-16T20:00:00.000000
Binance,Launchpad,neutral,Nunca volveré a comprar un Launchpad de Binance. Estafa total.,2025-04-19 01:00:00,nunca volver a comprar un launchpad de binance estafa total,nunca volver comprar un launchpad de binance estafa total,0.0,2025-04-19T01:00:00.000000,2025-04-19T01:00:00.000000
Apple,iOS 18,neutral,Tuve una pésima experiencia con iOS 18 de Apple. Decepcionante. 👎,2025-04-19 07:00:00,tuve una psima experiencia con ios 18 de apple decepcionante,tuve una psima experiencia con ios de apple decepcionante,0.0,2025-04-19T07:00:00.000000,2025-04-19T07:00:00.000000
Meta,Oculus Quest,neutral,Tuve una pésima experiencia con Oculus Quest de Meta. Decepcionante. 👎,2025-04-18 14:00:00,tuve una psima experiencia con oculus quest de meta decepcionante,tuve una psima experiencia con oculus quest de meta decepcionante,0.0,2025-04-18T14:00:00.000000,2025-04-18T14:00:00.000000
Binance,Launchpad,neutral,He tenido más problemas que beneficios con el Launchpad de Binance.,2025-04-16 04:00:00,he tenido ms problemas que beneficios con el launchpad de binance,tenido ms problemas que beneficios con el launchpad de binance,0.0,2025-04-16T04:00:00.000000,2025-04-16T04:00:00.000000
Apple,MacBook Air,neutral,Nunca pensé que MacBook Air de Apple fuera tan bueno. Sorprendido. 👍,2025-04-19 10:00:00,nunca pens que macbook air de apple fuera tan bueno sorprendido,nunca pen que macbook air de apple fuera tan bueno sorprendido,0.0,2025-04-19T10:00:00.000000,2025-04-19T10:00:00.000000
Nike,Air Max,neutral,"Air Max no sirve para nada, Nike debería hacer recall ya.",2025-04-19 09:00:00,air max no sirve para nada nike debera hacer recall ya,air max sirve para nada nike debera hacer recall ya,0.0,2025-04-19T09:00:00.000000,2025-04-19T09:00:00.000000
Nvidia,CUDA Toolkit,neutral,Malísimo el CUDA Toolkit de Nvidia. No lo recomiendo. 👎,2025-04-19 09:00:00,malsimo el cuda toolkit de nvidia no lo recomiendo,malsimo el cuda toolkit de nvidia lo recomiendo,0.0,2025-04-19T09:00:00.000000,2025-04-19T09:00:00.000000
Binance,Launchpad,neutral,Lo de Binance con el Launchpad es otro nivel. 😎,2025-04-20 03:00:00,lo de binance con el launchpad es otro nivel,lo de binance con el launchpad es otro nivel,0.0,2025-04-20T03:00:00.000000,2025-04-20T03:00:00.000000
Nike,Nike Run Club,neutral,Probando el Nike Run Club de Nike. Aún no sé qué pensar.,2025-04-17 05:00:00,probando el nike run club de nike an no s qu pensar,probando el nike run club de nike s qu pensar,0.0,2025-04-17T05:00:00.000000,2025-04-17T05:00:00.000000
Tesla,Autopilot,neutral,Tesla lanzó el nuevo Autopilot. Alguien ya lo probó?,2025-04-18 05:00:00,tesla lanz el nuevo autopilot alguien ya lo prob,tesla lanz el nuevo autopilot alguien ya lo prob,0.0,2025-04-18T05:00:00.000000,2025-04-18T05:00:00.000000
Nike,Nike App,neutral,He tenido más problemas que beneficios con el Nike App de Nike.,2025-04-20 00:00:00,he tenido ms problemas que beneficios con el nike app de nike,tenido ms problemas que beneficio con el nike app de nike,0.0,2025-04-20T00:00:00.000000,2025-04-20T00:00:00.000000
Tesla,Autopilot,neutral,El servicio de Tesla con Autopilot fue impecable. 10/10 ⭐,2025-04-20 04:00:00,el servicio de tesla con autopilot fue impecable 1010,el servicio de tesla con autopilot fue impecable,0.0,2025-04-20T04:00:00.000000,2025-04-20T04:00:00.000000
Coinbase,Wallet,neutral,La mejor inversión que he hecho este año es Wallet de Coinbase. 🔥,2025-04-18 09:00:00,la mejor inversin que he hecho este ao es wallet de coinbase,la mejor inversin que hecho este ao es wallet de coinbase,0.0,2025-04-18T09:00:00.000000,2025-04-18T09:00:00.000000
Coinbase,Earn,neutral,No tengo quejas ni elogios del Earn de Coinbase.,2025-04-19 15:00:00,no tengo quejas ni elogios del earn de coinbase,tengo quejas ni elogios del earn de coinbase,0.0,2025-04-19T15:00:00.000000,2025-04-19T15:00:00.000000
Apple,Apple Watch,neutral,"Es un Apple Watch más. No está mal, pero tampoco es la gran cosa.",2025-04-18 22:00:00,es un apple watch ms no est mal pero tampoco es la gran cosa,es un apple watch ms est mal pero tampoco es la gran cosa,0.0,2025-04-18T22:00:00.000000,2025-04-18T22:00:00.000000
Nvidia,CUDA Toolkit,neutral,"Es un CUDA Toolkit más. No está mal, pero tampoco es la gran cosa.",2025-04-16 06:00:00,es un cuda toolkit ms no est mal pero tampoco es la gran cosa,es un cuda toolkit ms est mal pero tampoco es la gran cosa,0.0,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Meta,Oculus Quest,positivo,"Oculus Quest me ha cambiado la vida. Gracias, Meta. ❤️",2025-04-15 20:00:00,oculus quest me ha cambiado la vida gracias meta,oculus quest ha cambiado la vida gracias meta,0.34,2025-04-15T20:00:00.000000,2025-04-15T20:00:00.000000
Meta,Instagram,neutral,"Desde que uso Instagram, soy más feliz. Gracias Meta! 😊",2025-04-18 01:00:00,desde que uso instagram soy ms feliz gracias meta,desde que uso instagram soy ms feliz gracias meta,0.0,2025-04-18T01:00:00.000000,2025-04-18T01:00:00.000000
Binance,Launchpad,neutral,Parece estable el Launchpad de Binance. Veremos con el tiempo.,2025-04-15 10:00:00,parece estable el launchpad de binance veremos con el tiempo,parece estable el launchpad de binance veremos con el tiempo,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Nike,Nike Run Club,neutral,No tengo quejas ni elogios del Nike Run Club de Nike.,2025-04-16 06:00:00,no tengo quejas ni elogios del nike run club de nike,tengo quejas ni elogios del nike run club de nike,0.0,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Apple,iOS 18,neutral,Apple lanzó el nuevo iOS 18. Alguien ya lo probó?,2025-04-18 15:00:00,apple lanz el nuevo ios 18 alguien ya lo prob,apple lanz el nuevo ios alguien ya lo prob,0.0,2025-04-18T15:00:00.000000,2025-04-18T15:00:00.000000
Binance,Earn Program,neutral,"Binance, ¿qué les pasó con el Earn Program? Está lleno de fallas. 😤",2025-04-18 22:00:00,binance qu les pas con el earn program est lleno de fallas,binance qu les pas con el earn program est lleno de fallas,0.0,2025-04-18T22:00:00.000000,2025-04-18T22:00:00.000000
Coinbase,NFT platform,neutral,"NFT platform no sirve para nada, Coinbase debería hacer recall ya.",2025-04-16 19:00:00,nft platform no sirve para nada coinbase debera hacer recall ya,nft platform sirve para nada coinbase debera hacer recall ya,0.0,2025-04-16T19:00:00.000000,2025-04-16T19:00:00.000000
Apple,iPhone 15,neutral,No puedo creer lo bien que funciona el iPhone 15 de Apple. Recomendado. 💯,2025-04-15 10:00:00,no puedo creer lo bien que funciona el iphone 15 de apple recomendado,puedo creer lo bien que funciona el iphone de apple recomendado,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Apple,Apple Watch,neutral,Nunca pensé que Apple Watch de Apple fuera tan bueno. Sorprendido. 👍,2025-04-19 10:00:00,nunca pens que apple watch de apple fuera tan bueno sorprendido,nunca pen que apple watch de apple fuera tan bueno sorprendido,0.0,2025-04-19T10:00:00.000000,2025-04-19T10:00:00.000000
Meta,Threads,neutral,"Threads cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-19 21:00:00,threads cumple con lo bsico nada sorprendente pero funciona,thread cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-19T21:00:00.000000,2025-04-19T21:00:00.000000
Tesla,Powerwall,neutral,Probando el Powerwall de Tesla. Aún no sé qué pensar.,2025-04-16 06:00:00,probando el powerwall de tesla an no s qu pensar,probando el powerwall de tesla s qu pensar,0.0,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Coinbase,Earn,neutral,Otro día más batallando con Earn de Coinbase.,2025-04-19 07:00:00,otro da ms batallando con earn de coinbase,otro da ms batallando con earn de coinbase,0.0,2025-04-19T07:00:00.000000,2025-04-19T07:00:00.000000
Binance,Smart Chain,positivo,"Ya van 3 veces que falla el Smart Chain. ¿Qué pasa, Binance?",2025-04-16 20:00:00,ya van 3 veces que falla el smart chain qu pasa binance,ya van vece que falla el smart chain qu pasa binance,0.4019,2025-04-16T20:00:00.000000,2025-04-16T20:00:00.000000
Meta,Facebook Ads,neutral,Otro día más batallando con Facebook Ads de Meta.,2025-04-16 23:00:00,otro da ms batallando con facebook ads de meta,otro da ms batallando con facebook ad de meta,0.0,2025-04-16T23:00:00.000000,2025-04-16T23:00:00.000000
Meta,Instagram,neutral,¡Amo mi nuevo Instagram de Meta! 🥳,2025-04-15 15:00:00,amo mi nuevo instagram de meta,amo mi nuevo instagram de meta,0.0,2025-04-15T15:00:00.000000,2025-04-15T15:00:00.000000
Binance,Earn Program,neutral,"Earn Program no sirve para nada, Binance debería hacer recall ya.",2025-04-17 03:00:00,earn program no sirve para nada binance debera hacer recall ya,earn program sirve para nada binance debera hacer recall ya,0.0,2025-04-17T03:00:00.000000,2025-04-17T03:00:00.000000
Coinbase,Wallet,neutral,"Es un Wallet más. No está mal, pero tampoco es la gran cosa.",2025-04-17 00:00:00,es un wallet ms no est mal pero tampoco es la gran cosa,es un wallet ms est mal pero tampoco es la gran cosa,0.0,2025-04-17T00:00:00.000000,2025-04-17T00:00:00.000000
Tesla,Model 3,neutral,El soporte de Tesla no resolvió nada con mi Model 3. 🤬,2025-04-17 16:00:00,el soporte de tesla no resolvi nada con mi model 3,el soporte de tesla resolvi nada con mi model,0.0,2025-04-17T16:00:00.000000,2025-04-17T16:00:00.000000
Binance,Earn Program,neutral,Parece estable el Earn Program de Binance. Veremos con el tiempo.,2025-04-19 08:00:00,parece estable el earn program de binance veremos con el tiempo,parece estable el earn program de binance veremos con el tiempo,0.0,2025-04-19T08:00:00.000000,2025-04-19T08:00:00.000000
Nvidia,GeForce NOW,neutral,He tenido más problemas que beneficios con el GeForce NOW de Nvidia.,2025-04-16 22:00:00,he tenido ms problemas que beneficios con el geforce now de nvidia,tenido ms problemas que beneficio con el geforce de nvidia,0.0,2025-04-16T22:00:00.000000,2025-04-16T22:00:00.000000
Nvidia,RTX 4090,neutral,Nunca volveré a comprar un RTX 4090 de Nvidia. Estafa total.,2025-04-15 18:00:00,nunca volver a comprar un rtx 4090 de nvidia estafa total,nunca volver comprar un rtx de nvidia estafa total,0.0,2025-04-15T18:00:00.000000,2025-04-15T18:00:00.000000
Tesla,Powerwall,neutral,Tuve una pésima experiencia con Powerwall de Tesla. Decepcionante. 👎,2025-04-17 18:00:00,tuve una psima experiencia con powerwall de tesla decepcionante,tuve una psima experiencia con powerwall de tesla decepcionante,0.0,2025-04-17T18:00:00.000000,2025-04-17T18:00:00.000000
Nike,Nike Run Club,neutral,El Nike Run Club de Nike es... aceptable.,2025-04-17 04:00:00,el nike run club de nike es aceptable,el nike run club de nike es aceptable,0.0,2025-04-17T04:00:00.000000,2025-04-17T04:00:00.000000
Binance,Earn Program,neutral,Parece estable el Earn Program de Binance. Veremos con el tiempo.,2025-04-17 07:00:00,parece estable el earn program de binance veremos con el tiempo,parece estable el earn program de binance veremos con el tiempo,0.0,2025-04-17T07:00:00.000000,2025-04-17T07:00:00.000000
Coinbase,NFT platform,neutral,Otro día más batallando con NFT platform de Coinbase.,2025-04-19 22:00:00,otro da ms batallando con nft platform de coinbase,otro da ms batallando con nft platform de coinbase,0.0,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Nike,Air Max,negativo,"Nike se la rifó con el Air Max, está brutal 😍",2025-04-18 12:00:00,nike se la rif con el air max est brutal,nike se la rif con el air max est brutal,-0.6249,2025-04-18T12:00:00.000000,2025-04-18T12:00:00.000000
Nike,Nike Run Club,neutral,¡Amo mi nuevo Nike Run Club de Nike! 🥳,2025-04-19 01:00:00,amo mi nuevo nike run club de nike,amo mi nuevo nike run club de nike,0.0,2025-04-19T01:00:00.000000,2025-04-19T01:00:00.000000
Tesla,Autopilot,neutral,"Es un Autopilot más. No está mal, pero tampoco es la gran cosa.",2025-04-17 17:00:00,es un autopilot ms no est mal pero tampoco es la gran cosa,es un autopilot ms est mal pero tampoco es la gran cosa,0.0,2025-04-17T17:00:00.000000,2025-04-17T17:00:00.000000
Nvidia,GeForce NOW,neutral,Lo de Nvidia con el GeForce NOW es otro nivel. 😎,2025-04-15 18:00:00,lo de nvidia con el geforce now es otro nivel,lo de nvidia con el geforce es otro nivel,0.0,2025-04-15T18:00:00.000000,2025-04-15T18:00:00.000000
Apple,iPhone 15,neutral,¡Amo mi nuevo iPhone 15 de Apple! 🥳,2025-04-17 15:00:00,amo mi nuevo iphone 15 de apple,amo mi nuevo iphone de apple,0.0,2025-04-17T15:00:00.000000,2025-04-17T15:00:00.000000
Tesla,Autopilot,neutral,"Tesla, ¿qué les pasó con el Autopilot? Está lleno de fallas. 😤",2025-04-17 12:00:00,tesla qu les pas con el autopilot est lleno de fallas,tesla qu les pas con el autopilot est lleno de fallas,0.0,2025-04-17T12:00:00.000000,2025-04-17T12:00:00.000000
Coinbase,NFT platform,neutral,El soporte de Coinbase no resolvió nada con mi NFT platform. 🤬,2025-04-19 15:00:00,el soporte de coinbase no resolvi nada con mi nft platform,el soporte de coinbase resolvi nada con mi nft platform,0.0,2025-04-19T15:00:00.000000,2025-04-19T15:00:00.000000
Nvidia,DLSS 3.5,negativo,No entiendo el hype con el DLSS 3.5 de Nvidia. Meh.,2025-04-18 07:00:00,no entiendo el hype con el dlss 35 de nvidia meh,entiendo el hype con el dlss de nvidia meh,-0.0772,2025-04-18T07:00:00.000000,2025-04-18T07:00:00.000000
Binance,Smart Chain,positivo,"Smart Chain me ha cambiado la vida. Gracias, Binance. ❤️",2025-04-16 09:00:00,smart chain me ha cambiado la vida gracias binance,smart chain ha cambiado la vida gracias binance,0.6249,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Apple,iPhone 15,neutral,El iPhone 15 de Apple no vale lo que cuesta. 😡,2025-04-19 09:00:00,el iphone 15 de apple no vale lo que cuesta,el iphone de apple vale lo que cuesta,0.0,2025-04-19T09:00:00.000000,2025-04-19T09:00:00.000000
Meta,Instagram,negativo,"Meta se la rifó con el Instagram, está brutal 😍",2025-04-18 10:00:00,meta se la rif con el instagram est brutal,meta se la rif con el instagram est brutal,-0.6249,2025-04-18T10:00:00.000000,2025-04-18T10:00:00.000000
Nvidia,DLSS 3.5,neutral,"Es un DLSS 3.5 más. No está mal, pero tampoco es la gran cosa.",2025-04-17 01:00:00,es un dlss 35 ms no est mal pero tampoco es la gran cosa,es un dlss ms est mal pero tampoco es la gran cosa,0.0,2025-04-17T01:00:00.000000,2025-04-17T01:00:00.000000
Tesla,Powerwall,neutral,El servicio de Tesla con Powerwall fue impecable. 10/10 ⭐,2025-04-18 10:00:00,el servicio de tesla con powerwall fue impecable 1010,el servicio de tesla con powerwall fue impecable,0.0,2025-04-18T10:00:00.000000,2025-04-18T10:00:00.000000
Binance,Launchpad,neutral,El soporte de Binance no resolvió nada con mi Launchpad. 🤬,2025-04-19 19:00:00,el soporte de binance no resolvi nada con mi launchpad,el soporte de binance resolvi nada con mi launchpad,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Binance,Earn Program,neutral,"Earn Program no sirve para nada, Binance debería hacer recall ya.",2025-04-17 23:00:00,earn program no sirve para nada binance debera hacer recall ya,earn program sirve para nada binance debera hacer recall ya,0.0,2025-04-17T23:00:00.000000,2025-04-17T23:00:00.000000
Nike,Nike App,neutral,La mejor inversión que he hecho este año es Nike App de Nike. 🔥,2025-04-16 21:00:00,la mejor inversin que he hecho este ao es nike app de nike,la mejor inversin que hecho este ao es nike app de nike,0.0,2025-04-16T21:00:00.000000,2025-04-16T21:00:00.000000
Binance,Launchpad,neutral,He tenido más problemas que beneficios con el Launchpad de Binance.,2025-04-19 11:00:00,he tenido ms problemas que beneficios con el launchpad de binance,tenido ms problemas que beneficios con el launchpad de binance,0.0,2025-04-19T11:00:00.000000,2025-04-19T11:00:00.000000
